user_id,destination_id,rating,visited_season
47,2,4,summer
23,25,4,monsoon
114,24,5,summer
101,16,4,monsoon
111,28,4,winter
32,34,2,monsoon
33,24,2,monsoon
73,9,2,any
29,11,4,winter
37,33,3,monsoon
93,0,4,winter
37,39,2,monsoon
114,3,2,summer
62,14,3,winter
0,36,4,monsoon
38,6,2,any
74,19,3,summer
26,23,2,summer
1,15,2,summer
57,6,3,monsoon
51,16,3,winter
7,35,4,any
77,33,2,any
31,10,3,winter
51,11,3,summer
20,3,3,summer
18,26,3,summer
66,38,2,any
104,39,2,summer
65,19,4,any
91,34,3,winter
48,27,3,any
13,16,2,summer
82,2,4,monsoon
91,3,4,monsoon
81,35,2,monsoon
37,13,2,winter
112,32,4,summer
107,12,3,summer
95,20,5,summer
48,34,4,any
89,0,4,summer
73,19,2,summer
50,39,2,summer
18,2,2,winter
14,6,3,summer
89,1,3,winter
88,2,3,winter
109,37,3,monsoon
25,34,5,any
13,15,3,summer
26,7,5,winter
105,18,3,any
12,8,4,summer
37,20,4,monsoon
54,16,5,monsoon
6,23,3,monsoon
98,38,3,winter
100,26,3,winter
55,33,3,winter
68,36,2,summer
91,5,2,any
0,33,4,summer
36,3,4,any
88,11,3,any
75,22,5,summer
36,13,3,summer
63,10,4,winter
62,35,4,winter
80,20,3,any
114,5,4,any
47,13,3,summer
48,14,4,any
16,34,2,winter
44,37,2,monsoon
66,9,4,monsoon
21,29,2,any
88,16,3,any
82,15,3,summer
34,19,3,summer
92,9,2,summer
92,20,2,summer
41,12,3,monsoon
93,6,4,summer
49,9,4,summer
101,19,3,summer
13,6,2,monsoon
26,24,3,any
88,14,3,monsoon
59,1,5,any
0,15,4,any
89,36,2,summer
85,37,2,summer
86,11,2,monsoon
33,6,2,any
31,25,3,monsoon
108,27,2,any
58,1,2,summer
114,20,2,winter
49,31,3,monsoon
69,13,3,summer
91,12,3,any
91,30,3,winter
81,23,2,any
26,11,3,any
65,7,3,winter
32,17,2,any
51,3,4,any
80,22,3,monsoon
13,14,3,summer
102,25,5,any
27,10,4,summer
60,35,5,summer
104,9,2,any
59,18,4,summer
99,30,2,monsoon
90,24,4,monsoon
54,11,2,monsoon
45,15,3,monsoon
41,30,2,winter
84,23,3,summer
118,19,3,monsoon
100,8,4,monsoon
81,37,3,winter
83,18,3,monsoon
77,6,2,summer
99,28,2,monsoon
100,9,3,summer
78,38,5,winter
85,35,3,summer
63,13,2,winter
94,28,3,winter
33,26,3,summer
105,8,2,any
59,9,3,any
31,31,4,winter
59,36,5,any
85,18,3,any
86,4,2,summer
81,1,5,monsoon
103,6,3,any
62,9,4,summer
43,6,3,monsoon
43,30,3,summer
36,27,2,monsoon
70,3,3,any
51,21,2,monsoon
111,32,3,any
101,7,5,monsoon
91,19,4,winter
100,2,5,any
92,35,4,winter
51,19,2,winter
0,2,4,winter
100,32,5,any
78,9,2,winter
85,29,2,summer
12,11,4,winter
117,0,2,monsoon
111,8,3,monsoon
110,19,3,summer
53,2,3,winter
63,36,5,winter
105,7,3,any
57,4,2,winter
87,24,1,summer
60,26,2,winter
10,30,3,winter
54,0,3,winter
87,7,5,summer
111,7,3,summer
60,1,3,any
93,11,4,winter
46,9,3,any
58,16,3,winter
91,2,3,winter
49,19,3,monsoon
93,38,4,any
77,3,4,monsoon
47,36,3,summer
18,7,2,monsoon
82,10,2,any
34,36,2,monsoon
37,17,5,monsoon
111,38,4,winter
106,9,4,any
113,15,3,any
49,24,3,any
36,0,2,monsoon
33,17,2,winter
36,9,3,summer
35,35,2,monsoon
68,5,1,any
102,24,3,summer
39,38,4,winter
86,25,2,monsoon
75,0,3,any
58,34,4,winter
29,25,4,monsoon
113,33,3,summer
24,13,5,summer
11,11,3,monsoon
51,33,2,summer
31,2,4,winter
47,29,3,winter
19,20,4,winter
12,2,4,summer
111,36,2,monsoon
118,17,3,any
12,28,3,summer
43,12,2,summer
48,5,3,monsoon
111,29,3,any
108,4,4,winter
90,5,2,monsoon
40,36,3,any
23,28,3,summer
47,15,4,winter
32,22,3,winter
115,35,4,winter
33,32,2,any
7,6,4,summer
86,19,4,any
97,6,2,any
15,23,3,any
48,10,2,winter
59,12,4,winter
20,14,4,monsoon
113,8,4,any
12,24,4,any
43,20,3,summer
61,7,3,summer
94,3,3,summer
91,28,3,summer
34,26,3,any
31,9,4,monsoon
42,10,3,monsoon
62,6,2,winter
19,32,5,winter
80,13,2,winter
32,12,2,monsoon
55,16,5,winter
49,18,3,any
114,10,4,monsoon
18,1,5,any
103,32,3,winter
101,33,3,monsoon
23,23,3,summer
23,8,5,summer
66,14,4,winter
106,5,2,any
97,17,3,summer
25,0,3,winter
88,33,2,winter
66,22,4,monsoon
36,31,4,any
17,17,3,summer
23,36,3,summer
89,23,2,winter
45,33,5,winter
15,22,2,summer
104,20,3,winter
37,6,1,any
57,32,4,summer
2,15,3,winter
28,39,3,monsoon
71,1,3,winter
12,12,3,any
66,15,5,any
13,22,4,winter
34,7,2,any
63,37,2,winter
15,25,3,summer
69,37,3,any
95,25,4,summer
105,1,4,any
76,38,3,winter
50,3,3,summer
107,21,2,any
107,36,4,any
108,35,1,winter
41,33,4,monsoon
31,27,5,winter
46,6,3,any
25,32,3,winter
28,8,4,any
81,2,3,winter
4,39,3,monsoon
80,34,4,winter
79,6,3,any
30,2,4,monsoon
14,19,3,winter
76,32,3,monsoon
10,29,1,any
15,32,2,summer
113,18,4,monsoon
31,5,2,monsoon
107,29,2,any
25,35,2,monsoon
58,35,3,monsoon
3,15,4,monsoon
28,12,2,any
1,22,3,summer
110,15,3,monsoon
37,3,4,winter
20,35,5,any
84,3,5,any
106,28,2,summer
86,9,4,any
43,22,3,monsoon
105,33,3,winter
94,30,3,summer
52,6,4,winter
52,35,2,summer
53,17,3,winter
48,28,3,monsoon
37,22,2,any
67,35,2,winter
100,31,2,any
56,19,3,summer
55,36,4,any
74,14,5,monsoon
107,38,4,summer
41,13,5,winter
3,3,3,monsoon
72,31,3,monsoon
68,39,4,any
66,33,3,any
45,2,2,monsoon
57,0,3,winter
52,23,2,any
83,35,3,summer
53,31,3,any
56,39,5,winter
21,23,2,monsoon
46,4,3,winter
88,21,2,any
80,10,2,summer
64,12,4,any
23,3,2,monsoon
72,2,2,any
1,0,3,winter
117,19,5,any
107,6,2,summer
22,31,2,monsoon
111,34,3,summer
52,38,3,winter
18,10,2,winter
21,33,3,any
78,27,3,winter
87,37,3,monsoon
18,15,3,monsoon
80,6,3,winter
44,12,2,winter
28,25,3,winter
56,3,3,winter
20,37,3,summer
40,0,4,monsoon
53,38,3,monsoon
113,31,3,any
86,37,3,summer
52,19,2,winter
101,15,4,winter
22,10,3,monsoon
50,35,3,monsoon
14,21,4,any
83,4,4,winter
54,22,2,any
36,22,3,summer
55,2,3,summer
30,8,3,winter
25,17,3,any
59,15,3,summer
47,22,3,summer
38,30,4,summer
29,28,2,monsoon
76,28,1,monsoon
51,38,3,winter
86,32,3,winter
69,17,3,winter
84,36,2,summer
39,0,3,summer
99,14,3,monsoon
24,6,5,monsoon
11,14,4,monsoon
16,25,3,any
99,8,4,monsoon
22,1,3,monsoon
114,26,4,winter
84,29,3,monsoon
115,6,5,summer
37,7,3,summer
51,2,4,summer
55,12,3,winter
70,19,3,summer
72,14,2,monsoon
118,27,2,monsoon
119,0,5,monsoon
115,2,4,winter
31,7,4,monsoon
95,5,3,any
88,25,4,summer
35,33,3,winter
44,27,2,any
65,3,3,summer
54,32,4,any
97,12,2,winter
89,35,3,summer
69,16,4,summer
7,10,2,summer
81,19,4,summer
17,31,3,summer
0,32,4,any
17,22,3,summer
75,36,3,summer
42,7,2,summer
76,29,4,any
106,13,3,monsoon
62,13,3,winter
7,17,3,monsoon
57,7,3,summer
41,28,4,summer
71,4,3,winter
1,29,4,winter
95,21,3,monsoon
13,31,4,monsoon
117,5,4,monsoon
80,39,4,monsoon
10,8,3,winter
3,25,3,summer
81,33,4,summer
13,19,3,summer
82,22,2,monsoon
29,23,4,monsoon
30,3,4,winter
13,36,4,any
115,3,1,summer
63,27,4,monsoon
77,37,3,winter
18,14,3,any
11,2,4,any
61,12,3,winter
107,39,4,any
18,18,3,any
113,21,4,winter
56,0,2,summer
48,18,2,winter
56,36,3,any
10,34,2,monsoon
66,29,3,summer
103,3,3,monsoon
77,19,2,monsoon
61,8,3,monsoon
110,21,2,summer
28,28,3,winter
18,37,2,any
46,33,4,summer
72,28,3,summer
113,12,3,winter
28,16,3,monsoon
90,31,4,summer
70,29,3,winter
94,32,4,winter
108,26,2,summer
110,32,2,winter
80,32,4,any
69,10,4,summer
72,30,3,winter
51,15,3,winter
1,38,4,winter
90,8,3,any
116,5,2,winter
117,22,2,summer
46,21,3,winter
105,16,3,winter
30,23,2,monsoon
92,31,3,winter
104,38,3,monsoon
102,38,4,winter
4,15,3,any
2,37,4,any
14,1,3,monsoon
23,9,3,monsoon
111,24,4,monsoon
68,17,2,any
1,1,3,any
111,2,3,winter
9,11,2,any
107,30,2,summer
88,28,2,winter
67,13,4,monsoon
114,8,3,summer
104,23,4,any
42,36,1,monsoon
0,21,3,any
42,14,4,winter
80,9,3,summer
34,4,2,summer
89,2,3,winter
111,12,3,winter
46,18,2,summer
111,9,4,monsoon
94,23,4,summer
44,35,3,monsoon
113,30,2,monsoon
114,15,4,summer
17,13,1,winter
113,29,2,monsoon
118,10,3,winter
18,19,3,monsoon
9,12,2,winter
74,11,4,any
45,27,4,winter
107,31,3,monsoon
69,1,3,summer
80,17,3,winter
51,28,3,summer
114,38,3,winter
25,15,4,winter
16,38,3,monsoon
92,8,4,winter
24,17,3,monsoon
118,1,3,summer
111,1,3,monsoon
22,3,2,any
101,2,4,any
76,25,4,monsoon
59,0,5,monsoon
7,26,3,monsoon
20,5,4,winter
45,23,4,any
44,34,2,summer
84,38,2,monsoon
29,39,3,winter
99,19,4,any
71,17,2,monsoon
16,16,4,winter
71,30,4,monsoon
19,14,4,any
96,5,4,winter
7,34,3,summer
71,11,3,summer
115,11,4,summer
67,1,4,any
110,31,4,summer
81,22,4,summer
41,1,4,winter
84,0,4,any
86,22,3,winter
29,36,2,any
84,14,4,winter
32,1,3,summer
45,13,4,monsoon
97,27,4,any
27,36,2,summer
61,17,3,monsoon
36,5,3,monsoon
0,31,3,monsoon
87,39,3,any
27,37,4,monsoon
5,28,3,summer
55,8,4,winter
103,7,3,summer
116,0,3,monsoon
12,10,5,any
11,26,2,any
112,21,5,winter
4,8,2,any
89,6,3,winter
6,20,5,any
17,33,3,any
0,11,3,winter
67,22,4,any
117,4,3,summer
93,4,3,monsoon
90,11,4,winter
6,26,3,monsoon
34,0,3,any
69,18,3,monsoon
88,26,5,monsoon
51,27,3,monsoon
69,26,3,any
112,26,3,summer
114,0,3,monsoon
88,39,4,any
30,12,3,winter
116,3,3,any
88,35,4,monsoon
58,36,4,winter
60,30,2,any
30,24,3,monsoon
91,4,2,monsoon
9,34,4,summer
118,39,3,any
109,22,4,any
73,14,3,monsoon
67,10,3,monsoon
30,11,4,summer
41,24,5,monsoon
106,27,3,monsoon
48,6,3,monsoon
66,19,3,any
37,28,3,winter
57,30,4,summer
0,8,3,monsoon
62,33,2,monsoon
71,12,2,winter
73,16,3,monsoon
117,20,3,monsoon
30,16,3,any
109,5,3,summer
16,27,4,monsoon
117,2,3,any
48,23,4,any
55,38,5,monsoon
49,37,4,monsoon
8,13,4,monsoon
110,4,4,any
67,26,3,any
119,1,5,any
89,27,4,any
60,11,4,any
17,32,2,winter
85,14,3,winter
118,18,3,monsoon
98,24,3,summer
73,0,3,winter
63,5,3,any
7,12,3,monsoon
61,3,2,summer
52,3,3,summer
41,21,4,summer
66,16,5,winter
40,24,3,any
65,26,5,winter
39,19,3,any
109,34,4,monsoon
39,12,3,monsoon
119,29,3,any
90,37,4,monsoon
25,29,5,winter
93,20,3,monsoon
4,17,3,summer
101,28,3,any
26,13,4,winter
23,27,3,summer
63,11,3,winter
118,35,3,summer
86,18,3,summer
68,10,5,summer
66,6,4,any
100,5,5,monsoon
90,28,3,any
19,3,3,summer
107,28,3,monsoon
97,14,4,summer
39,16,2,monsoon
70,13,4,summer
50,2,4,monsoon
48,9,4,winter
19,11,3,any
42,25,4,winter
84,13,4,winter
37,31,2,any
113,5,4,summer
76,37,3,summer
60,17,3,summer
4,37,3,monsoon
24,9,2,monsoon
6,11,3,summer
42,23,5,summer
58,6,3,summer
59,2,3,winter
5,32,2,summer
53,36,3,monsoon
9,23,3,monsoon
21,5,2,monsoon
0,30,3,winter
112,15,5,winter
19,31,4,monsoon
20,36,4,winter
64,16,4,any
71,13,3,summer
116,15,3,summer
113,6,2,winter
62,36,3,winter
19,16,4,winter
54,25,3,winter
10,37,3,summer
29,15,2,winter
105,15,2,winter
76,21,3,summer
104,19,4,monsoon
75,11,5,any
4,5,3,summer
18,32,3,monsoon
98,8,3,summer
25,14,4,winter
67,21,2,winter
96,38,3,winter
108,23,3,any
11,22,2,any
17,16,2,monsoon
95,29,4,summer
55,24,2,monsoon
95,37,1,winter
8,16,3,summer
75,29,1,winter
50,25,2,monsoon
105,24,3,monsoon
115,27,3,monsoon
0,19,3,winter
112,30,3,any
38,29,4,winter
45,25,4,any
79,2,3,monsoon
52,34,3,summer
15,13,4,summer
49,17,3,monsoon
19,23,3,any
39,31,4,monsoon
101,38,4,summer
50,33,4,winter
103,16,4,any
85,26,2,winter
65,39,3,monsoon
46,19,4,any
66,3,4,monsoon
88,1,2,winter
112,7,2,summer
4,20,3,any
17,0,5,summer
24,37,3,winter
50,11,4,monsoon
80,15,2,monsoon
98,34,4,any
83,5,3,any
63,23,3,summer
106,36,2,any
105,3,3,summer
25,33,2,winter
20,19,3,monsoon
75,19,3,any
99,23,4,monsoon
114,30,3,summer
79,20,4,monsoon
46,25,3,monsoon
49,30,3,any
64,26,5,summer
99,20,5,any
84,35,3,any
96,4,3,any
67,18,4,winter
33,28,3,monsoon
45,38,3,monsoon
33,15,5,winter
86,26,2,winter
119,19,3,winter
99,25,3,any
51,25,2,summer
91,9,3,any
43,4,3,winter
109,36,3,summer
73,27,3,monsoon
85,15,4,winter
114,18,5,any
16,24,2,monsoon
77,32,3,summer
39,6,4,monsoon
86,36,4,monsoon
2,33,4,winter
15,20,3,summer
57,17,5,winter
57,37,2,winter
68,29,3,winter
61,14,2,monsoon
67,36,5,summer
27,35,3,winter
28,11,4,winter
34,27,3,monsoon
74,7,4,any
49,32,4,winter
102,23,3,monsoon
84,16,4,summer
55,29,3,any
24,21,3,summer
36,12,3,winter
94,33,4,summer
98,16,3,summer
71,18,3,winter
26,26,1,winter
106,34,3,summer
72,20,4,monsoon
5,11,3,winter
102,29,2,winter
109,9,2,any
10,21,4,monsoon
60,8,4,monsoon
65,24,4,summer
45,16,2,summer
90,17,1,any
99,24,4,any
17,8,4,winter
14,13,3,winter
1,5,2,any
99,2,3,winter
109,20,4,monsoon
79,35,5,summer
26,22,2,any
112,6,4,summer
56,29,5,any
97,4,2,any
21,25,2,summer
88,30,3,any
76,24,3,winter
89,15,4,winter
50,36,1,summer
31,6,5,winter
4,29,3,winter
119,14,3,any
33,2,3,summer
61,6,3,winter
103,33,1,summer
78,32,3,any
9,1,5,winter
64,35,2,winter
90,3,2,monsoon
58,25,3,summer
3,11,3,any
90,13,2,winter
69,33,1,monsoon
86,6,4,winter
11,23,3,monsoon
38,19,3,monsoon
9,2,3,winter
87,38,3,any
73,13,4,winter
116,1,4,winter
85,8,2,any
32,8,3,monsoon
3,20,4,any
56,10,4,any
97,39,3,monsoon
35,15,4,monsoon
29,34,3,monsoon
117,21,4,summer
101,5,3,summer
13,2,3,monsoon
68,7,2,any
20,13,2,summer
117,26,3,winter
82,13,3,winter
91,16,4,any
91,7,3,any
78,10,3,monsoon
96,25,3,winter
11,13,4,monsoon
79,37,3,winter
38,4,3,winter
68,0,3,winter
82,32,4,monsoon
117,28,3,monsoon
50,26,3,summer
56,6,4,monsoon
3,24,4,summer
13,13,3,monsoon
79,0,2,summer
9,5,4,monsoon
23,2,4,summer
107,3,2,summer
7,4,4,monsoon
1,17,3,monsoon
46,34,3,summer
17,23,3,monsoon
84,7,2,summer
116,10,3,winter
113,14,4,any
109,23,3,monsoon
111,0,5,winter
30,18,5,winter
14,29,3,any
11,25,4,summer
116,14,5,any
8,17,2,monsoon
71,3,4,winter
65,14,2,any
14,3,4,any
67,3,3,monsoon
27,6,3,winter
61,16,1,summer
9,28,5,monsoon
12,13,3,winter
15,30,5,any
32,11,2,winter
82,30,3,winter
68,14,3,summer
83,23,2,summer
49,20,3,monsoon
84,11,1,summer
2,38,2,any
36,28,3,summer
38,20,1,any
3,10,2,winter
46,30,3,any
86,13,4,summer
24,30,5,any
34,14,5,monsoon
4,26,3,winter
72,23,5,summer
30,0,4,any
70,24,4,summer
71,7,3,summer
66,8,4,monsoon
113,3,5,winter
74,28,5,any
32,36,2,monsoon
91,26,2,winter
6,27,3,winter
9,18,3,summer
53,4,1,winter
63,33,4,monsoon
115,33,4,winter
75,16,3,any
23,16,2,monsoon
89,3,2,any
27,20,3,any
43,11,3,any
41,14,3,summer
51,8,3,summer
47,23,2,monsoon
16,14,4,summer
112,17,4,any
78,26,4,winter
60,37,2,monsoon
40,11,3,any
86,10,3,monsoon
106,35,3,summer
81,15,2,summer
47,19,1,monsoon
20,4,2,winter
76,34,3,any
34,1,4,summer
10,15,3,winter
22,16,4,summer
2,1,3,winter
10,5,3,monsoon
9,33,4,monsoon
40,18,2,monsoon
42,3,3,winter
33,10,3,winter
89,16,3,summer
101,21,2,summer
77,35,4,winter
96,9,3,monsoon
91,1,2,summer
39,4,3,summer
24,28,3,any
101,14,2,any
72,27,2,summer
1,12,4,any
64,27,3,monsoon
92,3,4,summer
65,18,3,summer
81,29,2,summer
16,10,2,winter
28,29,3,monsoon
50,20,2,monsoon
7,38,3,monsoon
65,15,4,summer
22,15,2,winter
91,33,3,monsoon
87,30,2,winter
84,4,4,any
55,30,4,summer
57,20,4,any
98,23,2,monsoon
79,3,3,winter
98,29,5,summer
4,35,4,summer
8,29,3,winter
109,21,4,any
66,5,4,winter
4,18,4,summer
67,6,4,any
21,15,2,summer
49,27,4,summer
14,5,2,monsoon
94,24,2,monsoon
97,29,3,any
93,8,3,any
13,32,1,monsoon
102,15,4,summer
109,39,3,monsoon
93,21,3,winter
105,0,2,summer
73,22,4,winter
108,20,3,monsoon
47,39,3,winter
29,0,4,any
96,36,4,winter
113,10,4,summer
32,32,3,monsoon
17,15,2,monsoon
85,3,2,monsoon
112,8,4,winter
101,35,5,any
100,29,3,summer
46,15,5,winter
115,1,3,summer
47,4,2,winter
81,25,2,monsoon
102,30,4,any
40,22,3,monsoon
94,22,3,winter
61,28,3,any
1,14,3,monsoon
118,7,5,winter
59,37,3,summer
54,5,3,summer
105,32,3,summer
28,23,4,any
20,24,3,any
25,20,3,monsoon
42,32,3,winter
85,9,4,any
23,1,4,winter
46,3,2,winter
26,32,4,summer
65,29,3,summer
18,9,2,any
17,38,2,monsoon
77,17,3,any
6,5,4,winter
102,21,5,summer
68,16,3,summer
66,11,3,summer
91,38,5,summer
118,32,5,any
111,5,4,winter
18,20,2,monsoon
52,15,3,summer
29,10,4,any
57,5,2,summer
40,7,2,any
98,37,3,any
25,30,4,summer
29,4,3,monsoon
89,24,4,monsoon
93,27,3,monsoon
82,9,2,winter
5,30,3,monsoon
65,25,4,summer
70,0,4,summer
80,23,4,monsoon
86,14,2,monsoon
102,10,4,summer
36,7,4,summer
114,1,2,any
68,20,2,any
32,24,2,monsoon
2,23,2,any
8,23,5,winter
35,21,3,monsoon
105,31,4,winter
26,3,4,summer
29,14,4,winter
18,35,3,winter
98,9,3,any
109,24,3,any
76,8,3,winter
20,7,3,winter
2,20,3,winter
59,10,2,winter
23,12,2,summer
46,7,2,any
41,25,2,any
21,11,3,summer
101,22,2,any
67,39,2,winter
100,28,1,winter
57,28,3,winter
84,25,4,winter
117,35,3,summer
88,24,4,winter
53,12,4,any
93,26,4,summer
115,13,5,winter
74,20,2,monsoon
102,39,4,monsoon
62,2,4,any
116,18,4,any
90,0,4,winter
48,17,4,winter
77,27,2,monsoon
10,28,3,monsoon
63,19,3,monsoon
100,23,5,summer
117,32,5,any
98,36,2,monsoon
58,20,1,any
15,2,4,summer
103,18,5,summer
45,24,5,summer
4,28,3,winter
27,29,4,any
112,5,3,summer
17,7,2,summer
107,32,3,summer
60,14,3,monsoon
33,3,3,monsoon
98,4,5,any
109,28,3,any
103,20,4,winter
95,24,3,summer
118,16,4,summer
66,7,2,summer
117,8,4,any
60,31,4,winter
70,31,3,monsoon
20,21,4,winter
74,18,2,monsoon
49,36,2,winter
40,13,4,any
15,18,2,monsoon
69,11,3,monsoon
24,38,3,summer
8,26,4,winter
26,35,5,winter
96,15,3,winter
87,18,5,winter
34,3,2,any
88,0,2,summer
1,36,3,summer
119,7,3,monsoon
86,24,5,any
8,38,4,winter
106,17,1,summer
54,23,3,winter
79,34,3,any
20,23,3,monsoon
20,9,2,summer
14,37,4,monsoon
64,36,3,winter
71,31,3,winter
93,3,4,summer
30,22,3,any
75,24,3,any
42,30,3,winter
77,11,2,summer
43,5,2,any
22,19,3,any
41,6,3,summer
75,2,3,any
104,3,3,winter
13,33,3,summer
21,14,3,any
11,15,2,any
0,14,3,any
11,34,3,monsoon
31,17,3,winter
51,26,2,any
8,9,3,summer
48,32,3,any
12,31,2,winter
119,37,3,any
16,9,4,winter
89,11,3,winter
101,4,4,winter
28,37,3,monsoon
44,10,3,monsoon
20,28,2,any
22,0,5,any
14,24,4,winter
0,9,4,monsoon
75,20,3,any
82,36,4,summer
61,21,3,summer
65,35,3,monsoon
84,32,3,summer
64,1,2,summer
5,34,4,monsoon
35,7,3,monsoon
66,30,3,summer
90,32,2,monsoon
104,16,3,any
93,28,4,any
96,23,2,summer
105,14,5,monsoon
34,35,3,winter
43,23,2,monsoon
102,14,3,monsoon
13,11,2,monsoon
114,31,3,winter
91,8,4,any
36,26,2,summer
40,9,4,summer
45,17,3,winter
118,15,2,winter
54,27,4,summer
14,17,2,monsoon
2,25,3,any
23,24,5,winter
97,20,2,monsoon
79,12,3,summer
29,30,4,monsoon
73,20,1,winter
15,15,3,summer
53,23,4,monsoon
83,27,3,summer
42,37,3,monsoon
34,30,4,any
6,24,2,summer
99,38,3,any
20,6,4,any
39,29,3,summer
8,5,5,winter
55,26,3,any
66,23,3,any
14,23,3,monsoon
110,34,3,monsoon
108,21,5,monsoon
79,23,3,monsoon
17,21,2,winter
43,10,1,monsoon
0,10,4,summer
85,34,2,summer
22,29,3,summer
106,23,3,any
28,20,3,any
86,2,2,summer
8,11,4,summer
17,39,3,monsoon
37,35,3,summer
93,39,5,monsoon
86,12,3,summer
85,28,3,summer
63,28,4,summer
83,6,4,summer
22,33,5,winter
2,39,4,any
110,11,4,summer
40,21,3,monsoon
8,4,3,winter
79,7,4,monsoon
38,5,3,summer
56,38,3,winter
93,18,2,summer
61,39,2,any
89,34,2,any
48,29,4,summer
35,17,1,summer
17,19,3,summer
56,23,3,any
65,22,3,monsoon
51,13,3,summer
44,31,3,any
97,9,2,any
117,11,3,summer
45,36,3,winter
44,7,4,summer
40,27,3,winter
111,19,3,summer
89,10,5,monsoon
100,27,3,any
19,26,2,summer
65,9,3,any
19,6,4,summer
92,36,3,summer
56,32,3,any
2,12,1,winter
68,27,4,summer
108,19,2,summer
47,6,2,any
88,19,4,winter
7,36,4,winter
26,5,3,monsoon
62,11,5,monsoon
117,29,3,any
14,14,4,winter
95,6,2,winter
28,13,3,monsoon
96,24,1,any
28,19,5,any
9,39,4,any
86,27,3,any
35,11,4,any
27,3,1,summer
115,15,4,winter
10,23,3,any
33,31,2,any
104,8,3,monsoon
55,13,3,winter
84,18,4,winter
29,21,3,winter
36,2,3,monsoon
39,34,3,winter
3,23,4,summer
78,25,2,winter
15,33,2,any
38,31,4,any
118,14,3,any
61,24,2,monsoon
106,7,4,winter
83,28,3,summer
56,24,5,monsoon
21,27,3,summer
15,35,4,winter
53,5,4,monsoon
116,37,3,any
90,4,4,any
38,32,4,winter
103,24,2,winter
28,5,5,winter
70,12,3,monsoon
105,26,4,any
32,37,3,winter
72,6,5,any
7,7,3,summer
75,17,3,any
37,11,3,any
38,35,3,monsoon
81,32,5,any
43,14,4,monsoon
14,20,2,monsoon
52,32,3,monsoon
32,39,3,summer
103,35,3,winter
10,16,3,monsoon
118,12,3,any
59,11,3,winter
23,30,3,any
5,12,4,any
25,23,3,monsoon
51,36,2,any
99,21,3,any
30,4,3,monsoon
114,29,1,any
